customer_id,recency,frequency,monetary,customer_name,region,city,age,gender,acquisition_channel,R_score,F_score,M_score,RFM_score,rfm_segment,cluster,cluster_segment
CUST0698,85,5,92812.28,Swati Chopra,West,Pune,25,Male,Organic Search,3,2,3,8,Loyal Customers,2,Loyal Customers
CUST0699,58,10,61020.189999999995,Pooja Joshi,North,Chandigarh,36,Female,Organic Search,3,4,3,10,Champions,1,Champions
CUST0700,10,12,82780.35,Aditya Singh,North,Lucknow,59,Male,Email Campaign,4,4,3,11,Champions,1,Champions
CUST0701,25,5,104626.03,Sneha Singh,East,Patna,18,Female,Social Media,4,2,4,10,Champions,2,Loyal Customers
CUST0702,186,15,171195.95,Manish Chopra,West,Surat,46,Female,Email Campaign,2,4,4,10,Champions,1,Champions
CUST0703,232,2,10277.970000000001,Shreya Rao,West,Surat,62,Female,Email Campaign,2,1,1,4,At Risk,0,At Risk
CUST0704,340,2,9451.14,Vikram Joshi,North,Chandigarh,52,Male,Social Media,1,1,1,3,Lost / Dormant,0,At Risk
CUST0705,2,9,87502.65,Priya Singh,West,Surat,57,Female,Email Campaign,4,3,3,10,Champions,1,Champions
CUST0706,245,2,14666.92,Naveen Sharma,West,Pune,31,Female,Organic Search,1,1,1,3,Lost / Dormant,0,At Risk
CUST0707,3,24,192734.78,Isha Menon,West,Pune,52,Female,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0708,36,6,77302.94,Anil Kumar,South,Chennai,62,Male,Social Media,4,3,3,10,Champions,2,Loyal Customers
CUST0709,22,15,177847.44,Kiran Rao,East,Bhubaneswar,37,Female,Referral,4,4,4,12,Champions,1,Champions
CUST0710,203,2,3169.29,Reyansh Reddy,South,Hyderabad,30,Male,Email Campaign,2,1,1,4,At Risk,0,At Risk
CUST0711,282,2,13937.619999999999,Neha Kumar,East,Kolkata,55,Female,Paid Ads,1,1,1,3,Lost / Dormant,0,At Risk
CUST0712,342,2,34058.88,Rohan Menon,North,Delhi,63,Male,Organic Search,1,1,2,4,At Risk,0,At Risk
CUST0713,72,10,97409.42,Sanjay Gupta,West,Ahmedabad,25,Female,Organic Search,3,4,3,10,Champions,1,Champions
CUST0714,264,2,1243.71,Neha Mukherjee,East,Patna,60,Male,Paid Ads,1,1,1,3,Lost / Dormant,0,At Risk
CUST0715,22,20,311173.4,Kiran Verma,South,Bengaluru,37,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0716,355,2,42890.64,Kavya Chopra,West,Ahmedabad,50,Female,Email Campaign,1,1,2,4,At Risk,0,At Risk
CUST0717,363,1,1257.45,Ramesh Pillai,North,Chandigarh,43,Female,Paid Ads,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0718,287,5,136525.21,Nisha Verma,East,Kolkata,56,Male,Referral,1,2,4,7,Potential Loyalists,2,Loyal Customers
CUST0719,255,3,56123.86,Pooja Chopra,East,Patna,38,Male,Social Media,1,2,3,6,Potential Loyalists,2,Loyal Customers
CUST0720,286,13,83895.03,Manish Das,East,Patna,59,Female,Paid Ads,1,4,3,8,Loyal Customers,1,Champions
CUST0721,71,6,72486.56999999999,Riya Singh,West,Surat,60,Male,Paid Ads,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0722,138,5,14342.880000000001,Neha Verma,South,Kochi,58,Female,Referral,2,2,1,5,At Risk,2,Loyal Customers
CUST0723,51,1,11107.03,Vikram Chopra,South,Kochi,26,Female,Organic Search,3,1,1,5,At Risk,0,At Risk
CUST0724,102,4,40319.0,Divya Bose,East,Patna,41,Female,Organic Search,3,2,2,7,Potential Loyalists,2,Loyal Customers
CUST0725,106,13,124272.13,Sai Joshi,North,Lucknow,54,Male,Email Campaign,3,4,4,11,Champions,1,Champions
CUST0726,728,1,5468.08,Sanjay Gupta,North,Delhi,58,Female,Referral,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0727,594,4,11431.74,Rohan Patel,South,Bengaluru,34,Female,Social Media,1,2,1,4,At Risk,3,Potential Loyalists
CUST0728,9,41,479347.77,Pooja Verma,North,Lucknow,41,Male,Social Media,4,4,4,12,Champions,1,Champions
CUST0729,14,7,101368.09,Naveen Kapoor,South,Bengaluru,38,Female,Referral,4,3,3,10,Champions,1,Champions
CUST0730,170,5,31140.55,Sanjay Reddy,East,Kolkata,56,Male,Social Media,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0731,108,3,15753.14,Ramesh Nair,South,Bengaluru,58,Male,Organic Search,3,2,1,6,Potential Loyalists,0,At Risk
CUST0732,512,4,80373.02,Zara Nair,South,Chennai,56,Male,Social Media,1,2,3,6,Potential Loyalists,3,Potential Loyalists
CUST0733,168,9,40817.48,Vihaan Das,East,Patna,30,Male,Social Media,2,3,2,7,Potential Loyalists,2,Loyal Customers
CUST0734,3,12,66418.17,Diya Das,North,Delhi,28,Female,Referral,4,4,3,11,Champions,1,Champions
CUST0735,20,6,28137.57,Rohan Sharma,South,Bengaluru,63,Male,Referral,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0736,513,1,2964.08,Karthik Mukherjee,South,Chennai,36,Male,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0737,344,1,4167.73,Kavya Kapoor,East,Guwahati,28,Male,Paid Ads,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0738,609,3,20629.51,Ramesh Pillai,North,Chandigarh,30,Female,Referral,1,2,2,5,At Risk,3,Potential Loyalists
CUST0739,543,1,5171.79,Kiran Iyer,South,Bengaluru,63,Female,Email Campaign,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0740,109,2,43422.21000000001,Diya Gupta,East,Bhubaneswar,62,Male,Email Campaign,3,1,2,6,Potential Loyalists,2,Loyal Customers
CUST0741,348,3,30557.43,Ramesh Menon,South,Hyderabad,18,Male,Organic Search,1,2,2,5,At Risk,0,At Risk
CUST0743,92,5,10803.8,Meera Joshi,East,Patna,61,Male,Paid Ads,3,2,1,6,Potential Loyalists,0,At Risk
CUST0744,228,5,77631.74,Ananya Verma,North,Delhi,36,Male,Organic Search,2,2,3,7,Potential Loyalists,2,Loyal Customers
CUST0745,283,1,20920.31,Sneha Nair,North,Jaipur,29,Male,Social Media,1,1,2,4,At Risk,0,At Risk
CUST0746,24,2,8094.950000000001,Riya Iyer,North,Lucknow,25,Female,Referral,4,1,1,6,Potential Loyalists,0,At Risk
CUST0747,95,3,57480.409999999996,Isha Patel,North,Delhi,25,Male,Email Campaign,3,2,3,8,Loyal Customers,2,Loyal Customers
CUST0748,184,2,31581.12,Nisha Kapoor,South,Chennai,62,Male,Paid Ads,2,1,2,5,At Risk,0,At Risk
CUST0749,169,4,24811.140000000003,Ramesh Menon,South,Hyderabad,29,Male,Email Campaign,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0750,411,2,10937.45,Pooja Verma,North,Chandigarh,50,Female,Referral,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0751,130,14,200792.06,Kavya Desai,North,Delhi,62,Male,Social Media,2,4,4,10,Champions,1,Champions
CUST0752,97,17,143313.09,Karthik Menon,North,Lucknow,43,Female,Referral,3,4,4,11,Champions,1,Champions
CUST0753,11,5,55931.45999999999,Manish Iyer,South,Bengaluru,56,Male,Referral,4,2,3,9,Loyal Customers,2,Loyal Customers
CUST0754,75,9,159511.06,Riya Pillai,North,Jaipur,45,Male,Email Campaign,3,3,4,10,Champions,1,Champions
CUST0755,46,14,116548.34999999999,Naveen Kapoor,North,Lucknow,22,Female,Paid Ads,3,4,4,11,Champions,1,Champions
CUST0756,59,6,50300.79000000001,Priya Reddy,West,Mumbai,25,Male,Referral,3,3,2,8,Loyal Customers,2,Loyal Customers
CUST0758,154,6,114459.38,Tara Reddy,North,Chandigarh,44,Female,Paid Ads,2,3,4,9,Loyal Customers,2,Loyal Customers
CUST0759,41,9,41969.520000000004,Aditya Sharma,East,Patna,63,Female,Social Media,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0760,89,5,77850.2,Manisha Kapoor,North,Lucknow,40,Male,Social Media,3,2,3,8,Loyal Customers,2,Loyal Customers
CUST0762,114,9,136547.46,Anil Pillai,East,Bhubaneswar,62,Male,Email Campaign,2,3,4,9,Loyal Customers,1,Champions
CUST0763,60,19,146052.2,Saanvi Kapoor,East,Patna,64,Female,Paid Ads,3,4,4,11,Champions,1,Champions
CUST0764,336,2,11257.67,Priya Singh,North,Jaipur,40,Female,Referral,1,1,1,3,Lost / Dormant,0,At Risk
CUST0765,80,8,95896.26,Anil Das,West,Pune,64,Female,Social Media,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0766,306,3,9838.9,Ramesh Singh,West,Mumbai,37,Male,Paid Ads,1,2,1,4,At Risk,0,At Risk
CUST0767,154,3,13713.48,Meera Malhotra,East,Patna,35,Female,Email Campaign,2,2,1,5,At Risk,0,At Risk
CUST0768,677,2,6151.4,Reyansh Iyer,North,Delhi,35,Male,Organic Search,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0769,658,1,41096.77,Ramesh Pillai,South,Kochi,19,Female,Social Media,1,1,2,4,At Risk,3,Potential Loyalists
CUST0770,15,16,115003.7,Vikram Iyer,South,Hyderabad,21,Male,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0771,5,3,10056.11,Zara Malhotra,West,Ahmedabad,47,Male,Paid Ads,4,2,1,7,Potential Loyalists,0,At Risk
CUST0772,41,10,79926.67,Meera Malhotra,South,Bengaluru,50,Female,Paid Ads,4,4,3,11,Champions,1,Champions
CUST0773,233,4,18103.38,Reyansh Das,West,Ahmedabad,53,Female,Email Campaign,2,2,2,6,Potential Loyalists,0,At Risk
CUST0774,195,1,5382.22,Zara Nair,West,Surat,35,Male,Email Campaign,2,1,1,4,At Risk,0,At Risk
CUST0775,142,8,62713.6,Ishaan Rao,West,Ahmedabad,54,Female,Email Campaign,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0776,399,1,2679.12,Karthik Verma,South,Bengaluru,36,Male,Referral,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0777,287,2,8751.68,Vikram Singh,West,Surat,64,Male,Paid Ads,1,1,1,3,Lost / Dormant,0,At Risk
CUST0778,678,1,2261.93,Ananya Chopra,East,Kolkata,45,Male,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0779,278,5,66551.22,Riya Singh,North,Chandigarh,57,Male,Email Campaign,1,2,3,6,Potential Loyalists,2,Loyal Customers
CUST0780,28,19,215011.04,Rahul Mukherjee,North,Delhi,37,Male,Email Campaign,4,4,4,12,Champions,1,Champions
CUST0781,61,37,395278.63,Sanjay Mukherjee,West,Surat,50,Female,Paid Ads,3,4,4,11,Champions,1,Champions
CUST0782,180,4,303841.02,Neha Rao,North,Chandigarh,29,Male,Email Campaign,2,2,4,8,Loyal Customers,2,Loyal Customers
CUST0783,38,3,24779.809999999998,Pooja Menon,South,Bengaluru,32,Male,Referral,4,2,2,8,Loyal Customers,2,Loyal Customers
CUST0784,171,2,8689.24,Anil Sharma,South,Kochi,58,Female,Referral,2,1,1,4,At Risk,0,At Risk
CUST0785,2,8,50559.130000000005,Manisha Patel,North,Lucknow,56,Male,Email Campaign,4,3,2,9,Loyal Customers,2,Loyal Customers
CUST0786,302,2,12847.099999999999,Krishna Menon,South,Bengaluru,19,Male,Paid Ads,1,1,1,3,Lost / Dormant,0,At Risk
CUST0787,25,22,203388.77000000002,Karthik Joshi,North,Chandigarh,46,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0788,231,3,6242.84,Vikram Patel,North,Delhi,58,Female,Paid Ads,2,2,1,5,At Risk,0,At Risk
CUST0789,14,42,452898.11,Riya Pillai,North,Lucknow,27,Female,Organic Search,4,4,4,12,Champions,1,Champions
CUST0790,150,12,88594.86,Pooja Kapoor,West,Mumbai,19,Female,Email Campaign,2,4,3,9,Loyal Customers,1,Champions
CUST0791,19,13,107937.79,Priya Desai,North,Delhi,28,Female,Paid Ads,4,4,4,12,Champions,1,Champions
CUST0792,79,6,34204.619999999995,Shreya Kumar,West,Ahmedabad,30,Male,Referral,3,3,2,8,Loyal Customers,2,Loyal Customers
CUST0794,157,3,13176.07,Shreya Verma,North,Jaipur,31,Male,Social Media,2,2,1,5,At Risk,0,At Risk
CUST0795,280,3,15097.990000000002,Shreya Sharma,North,Lucknow,35,Female,Paid Ads,1,2,1,4,At Risk,0,At Risk
CUST0796,220,1,6738.24,Isha Sharma,South,Bengaluru,26,Male,Social Media,2,1,1,4,At Risk,0,At Risk
CUST0797,255,4,51306.53,Isha Desai,West,Ahmedabad,56,Female,Social Media,1,2,3,6,Potential Loyalists,2,Loyal Customers
CUST0798,502,4,28842.260000000002,Deepak Gupta,West,Surat,45,Male,Organic Search,1,2,2,5,At Risk,3,Potential Loyalists
CUST0799,30,7,171848.49,Vivaan Rao,North,Jaipur,20,Female,Referral,4,3,4,11,Champions,1,Champions
CUST0800,69,7,104287.18,Nisha Malhotra,North,Jaipur,37,Male,Referral,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0802,5,28,213561.49,Swati Menon,South,Hyderabad,44,Female,Organic Search,4,4,4,12,Champions,1,Champions
CUST0803,660,1,9574.22,Aditya Rao,South,Chennai,19,Male,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0804,241,4,65670.21999999999,Ishaan Rao,West,Mumbai,46,Female,Email Campaign,1,2,3,6,Potential Loyalists,2,Loyal Customers
CUST0805,298,6,57565.36,Ishaan Gupta,West,Pune,55,Female,Social Media,1,3,3,7,Potential Loyalists,2,Loyal Customers
CUST0806,24,11,128076.30999999998,Neha Patel,West,Mumbai,20,Female,Organic Search,4,4,4,12,Champions,1,Champions
CUST0808,55,8,125849.98999999999,Krishna Mukherjee,West,Surat,47,Male,Social Media,3,3,4,10,Champions,1,Champions
CUST0809,56,8,161508.85,Naveen Desai,East,Kolkata,57,Male,Email Campaign,3,3,4,10,Champions,1,Champions
CUST0810,142,2,20112.73,Reyansh Menon,East,Bhubaneswar,19,Male,Social Media,2,1,2,5,At Risk,0,At Risk
CUST0811,4,7,75172.92,Zara Bose,South,Chennai,34,Female,Paid Ads,4,3,3,10,Champions,2,Loyal Customers
CUST0812,17,18,124001.52,Vihaan Rao,West,Pune,58,Male,Social Media,4,4,4,12,Champions,1,Champions
CUST0813,7,45,639425.31,Karthik Iyer,East,Kolkata,29,Female,Organic Search,4,4,4,12,Champions,1,Champions
CUST0814,265,1,14191.31,Kavya Menon,South,Kochi,52,Male,Referral,1,1,1,3,Lost / Dormant,0,At Risk
CUST0815,85,3,86897.9,Saanvi Pillai,West,Ahmedabad,60,Female,Referral,3,2,3,8,Loyal Customers,2,Loyal Customers
CUST0816,71,5,66873.43000000001,Suresh Pillai,North,Chandigarh,18,Female,Organic Search,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0817,157,3,35316.619999999995,Isha Chopra,East,Bhubaneswar,62,Female,Paid Ads,2,2,2,6,Potential Loyalists,2,Loyal Customers
CUST0818,315,4,23594.13,Tara Malhotra,North,Lucknow,32,Male,Organic Search,1,2,2,5,At Risk,0,At Risk
CUST0820,25,26,258229.1,Krishna Joshi,East,Bhubaneswar,54,Male,Organic Search,4,4,4,12,Champions,1,Champions
CUST0821,62,25,239140.14,Saanvi Rao,West,Ahmedabad,38,Male,Organic Search,3,4,4,11,Champions,1,Champions
CUST0823,99,4,8552.2,Karthik Reddy,East,Bhubaneswar,42,Male,Social Media,3,2,1,6,Potential Loyalists,0,At Risk
CUST0824,290,2,53633.18,Pooja Patel,North,Lucknow,40,Male,Email Campaign,1,1,3,5,At Risk,2,Loyal Customers
CUST0825,290,2,8979.560000000001,Aditya Kumar,West,Ahmedabad,41,Female,Email Campaign,1,1,1,3,Lost / Dormant,0,At Risk
CUST0826,231,5,84855.66,Divya Kapoor,West,Ahmedabad,55,Male,Referral,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0827,197,7,35186.6,Shreya Gupta,North,Chandigarh,45,Male,Organic Search,2,3,2,7,Potential Loyalists,2,Loyal Customers
CUST0828,41,11,198309.41,Diya Das,East,Guwahati,38,Male,Referral,4,4,4,12,Champions,1,Champions
CUST0829,50,9,113357.46,Sanjay Desai,North,Delhi,60,Female,Paid Ads,3,3,4,10,Champions,1,Champions
CUST0830,434,2,6377.01,Lakshmi Nair,West,Ahmedabad,35,Female,Email Campaign,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0831,315,7,99966.87,Naveen Pillai,North,Lucknow,53,Female,Organic Search,1,3,3,7,Potential Loyalists,2,Loyal Customers
CUST0832,365,1,3021.39,Zara Mukherjee,West,Pune,52,Female,Paid Ads,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0833,55,5,31949.94,Pooja Patel,North,Jaipur,62,Male,Paid Ads,3,3,2,8,Loyal Customers,2,Loyal Customers
CUST0834,24,4,31349.940000000002,Kiran Verma,East,Bhubaneswar,26,Female,Organic Search,4,2,2,8,Loyal Customers,2,Loyal Customers
CUST0836,167,2,8160.03,Meera Verma,North,Delhi,47,Male,Organic Search,2,1,1,4,At Risk,0,At Risk
CUST0837,45,3,16206.17,Kiran Rao,North,Delhi,61,Female,Organic Search,3,2,1,6,Potential Loyalists,0,At Risk
CUST0838,8,21,298076.31,Nisha Kumar,East,Bhubaneswar,51,Female,Social Media,4,4,4,12,Champions,1,Champions
CUST0839,425,1,10881.64,Diya Iyer,West,Ahmedabad,49,Male,Referral,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0841,466,5,73863.59,Rahul Kapoor,West,Surat,20,Female,Paid Ads,1,3,3,7,Potential Loyalists,3,Potential Loyalists
CUST0842,70,8,70348.04000000001,Shreya Iyer,North,Lucknow,45,Male,Social Media,3,3,3,9,Loyal Customers,2,Loyal Customers
CUST0843,554,1,545.48,Deepak Singh,North,Chandigarh,61,Male,Social Media,1,1,1,3,Lost / Dormant,3,Potential Loyalists
CUST0844,4,18,99925.27,Kiran Bose,West,Surat,32,Male,Social Media,4,4,3,11,Champions,1,Champions
CUST0845,164,8,90909.72,Sanjay Kumar,North,Lucknow,58,Male,Email Campaign,2,3,3,8,Loyal Customers,2,Loyal Customers
CUST0846,295,6,40459.58,Kavya Malhotra,West,Surat,40,Male,Email Campaign,1,3,2,6,Potential Loyalists,2,Loyal Customers
CUST0847,69,12,92180.68,Vivaan Reddy,South,Hyderabad,57,Male,Email Campaign,3,4,3,10,Champions,1,Champions
CUST0849,298,7,23576.52,Kavya Gupta,South,Hyderabad,49,Female,Paid Ads,1,3,2,6,Potential Loyalists,2,Loyal Customers
CUST0850,16,7,85874.89,Anil Desai,West,Mumbai,53,Female,Referral,4,3,3,10,Champions,2,Loyal Customers
